,Acquisition,Subject,Session,Task,Run,Contrast,Path,Mean Significance,Median Significance,Mean VTA Significance,Median VTA Significance,Task Category
29,EPI,6573,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6573/ses-ofMr1/sub-6573_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.0875602,0.6770353,1.2289962,0.9645606,Phasic
30,EPI,6574,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6574/ses-ofM/sub-6574_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1853099,0.7082892,3.7098117,2.196828,Block
31,EPI,6574,ofM,JPogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6574/ses-ofM/sub-6574_ses-ofM_task-JPogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1020169,0.67949635,1.2428207,0.6011312,Phasic
32,EPI,6574,ofMr1,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6574/ses-ofMr1/sub-6574_ses-ofMr1_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1286944,0.68693537,1.4145252,0.7319275,Block
33,EPI,6574,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6574/ses-ofMr1/sub-6574_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1329882,0.6982431,1.163865,0.7710466,Phasic
34,EPI,6575,ofM,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6575/ses-ofM/sub-6575_ses-ofM_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1520107,0.70825475,6.5614066,5.132719,Block
35,EPI,6575,ofMr1,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6575/ses-ofMr1/sub-6575_ses-ofMr1_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1391819,0.7055864,1.1601644,0.63882697,Block
36,EPI,6575,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6575/ses-ofMr1/sub-6575_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1171178,0.69172674,1.0797958,0.63533974,Phasic
37,EPI,6576,ofM,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6576/ses-ofM/sub-6576_ses-ofM_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1427791,0.7022035,2.277287,1.1294129,Block
38,EPI,6576,ofM,JPogP,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6576/ses-ofM/sub-6576_ses-ofM_task-JPogP_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1178343,0.69448656,1.2767109,0.7877948,Phasic
39,EPI,6576,ofMr1,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6576/ses-ofMr1/sub-6576_ses-ofMr1_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1774385,0.7152498,1.4035168,0.4884114,Block
40,EPI,6576,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6576/ses-ofMr1/sub-6576_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1323884,0.6935508,1.0756515,0.7174976,Phasic
41,EPI,6578,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6578/ses-ofM/sub-6578_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1817969,0.7070033,5.1584425,3.2503786,Block
42,EPI,6578,ofM,JPogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6578/ses-ofM/sub-6578_ses-ofM_task-JPogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.0965886,0.673676,0.97990364,0.6039624,Phasic
43,EPI,6578,ofMr1,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6578/ses-ofMr1/sub-6578_ses-ofMr1_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1789345,0.71330047,1.636049,1.414984,Block
44,EPI,6578,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6578/ses-ofMr1/sub-6578_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1212426,0.6909474,0.96045834,0.886435,Phasic
45,EPI,6582,ofMr1,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6582/ses-ofMr1/sub-6582_ses-ofMr1_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1337837,0.6944405,1.0787282,0.7092395,Block
46,EPI,6586,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6586/ses-ofM/sub-6586_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.23567,0.7145258,8.965984,8.923428,Block
47,EPI,6586,ofM,JPogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6586/ses-ofM/sub-6586_ses-ofM_task-JPogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1109933,0.6800091,0.39513582,0.28232127,Phasic
48,EPI,6587,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6587/ses-ofM/sub-6587_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.2249746,0.71277,4.992346,4.646716,Block
49,EPI,6587,ofM,JPogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6587/ses-ofM/sub-6587_ses-ofM_task-JPogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.0940259,0.67193836,0.9143647,0.70069337,Phasic
50,EPI,6587,ofMr1,CogMwf,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6587/ses-ofMr1/sub-6587_ses-ofMr1_task-CogMwf_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1760901,0.71143115,5.9054537,4.0173683,Block
51,EPI,6588,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6588/ses-ofM/sub-6588_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1363728,0.69827074,2.2016132,1.5760118,Block
52,EPI,6588,ofM,JPogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6588/ses-ofM/sub-6588_ses-ofM_task-JPogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.092097,0.6775451,0.8923108,0.39480907,Phasic
53,EPI,6588,ofMr1,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6588/ses-ofMr1/sub-6588_ses-ofMr1_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.155819,0.71185344,2.3809416,1.6930251,Block
54,EPI,6588,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6588/ses-ofMr1/sub-6588_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.134125,0.7004579,0.96250564,0.7193532,Phasic
55,EPI,6589,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6589/ses-ofM/sub-6589_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1159059,0.6873895,2.2894835,1.6065779,Block
56,EPI,6589,ofM,JPogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6589/ses-ofM/sub-6589_ses-ofM_task-JPogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.0888139,0.6803818,0.76187587,0.40499455,Phasic
57,EPI,6589,ofMr1,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6589/ses-ofMr1/sub-6589_ses-ofMr1_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1504351,0.7037727,0.92039573,0.72174776,Block
58,EPI,6589,ofMr1,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6589/ses-ofMr1/sub-6589_ses-ofMr1_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1087723,0.68765736,0.9396335,0.7163056,Phasic
59,EPI,6590,ofM,CogBm,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6590/ses-ofM/sub-6590_ses-ofM_task-CogBm_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.3947732,0.80569094,4.72353,3.0885172,Block
60,EPI,6590,ofM,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6590/ses-ofM/sub-6590_ses-ofM_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.3286887,0.7815539,1.849584,0.76668066,Phasic
61,EPI,6591,ofM,CogBm,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6591/ses-ofM/sub-6591_ses-ofM_task-CogBm_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.5709381,0.8908837,6.819948,4.6474257,Block
62,EPI,6591,ofM,CogP,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6591/ses-ofM/sub-6591_ses-ofM_task-CogP_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.7602552,1.0168203,1.2438946,0.91365427,Phasic
63,EPI,6592,ofM,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6592/ses-ofM/sub-6592_ses-ofM_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.2474104,0.72267807,3.7190464,2.8662338,Block
64,EPI,6592,ofMr1,CogMwf,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6592/ses-ofMr1/sub-6592_ses-ofMr1_task-CogMwf_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1787053,0.715158,3.9673495,2.6141803,Block
65,EPI,6593,ofM,CogBr,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6593/ses-ofM/sub-6593_ses-ofM_task-CogBr_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1599761,0.709906,0.98924214,0.4816051,Block
66,EPI,6593,ofM,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6593/ses-ofM/sub-6593_ses-ofM_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1305908,0.6927742,0.7396575,0.44472617,Phasic
67,EPI,6639,ofM,CogBm,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6639/ses-ofM/sub-6639_ses-ofM_task-CogBm_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.192711,0.7104347,5.8688498,4.617692,Block
68,EPI,6639,ofM,CogP,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6639/ses-ofM/sub-6639_ses-ofM_task-CogP_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.129216,0.69766676,2.0225024,1.2078304,Phasic
69,EPI,6642,ofM,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6642/ses-ofM/sub-6642_ses-ofM_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.2051554,0.715395,10.287924,12.109806,Block
70,EPI,6642,ofM,CogP,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6642/ses-ofM/sub-6642_ses-ofM_task-CogP_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1510946,0.7045989,1.8352454,1.7777715,Phasic
71,EPI,6643,ofM,CogBm,1,CBV,/home/ito/.scratch/opfvta/l1/sub-6643/ses-ofM/sub-6643_ses-ofM_task-CogBm_acq-EPI_run-1_desc-pfstat_cbv.nii.gz,1.1952803,0.7136946,4.4387336,3.6742775,Block
72,EPI,6643,ofM,CogP,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6643/ses-ofM/sub-6643_ses-ofM_task-CogP_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1381997,0.6949347,2.3426607,1.5858972,Phasic
73,EPI,6654,ofMr1,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6654/ses-ofMr1/sub-6654_ses-ofMr1_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1424522,0.70472854,1.9977902,1.495816,Block
74,EPI,6655,ofM,CogB,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6655/ses-ofM/sub-6655_ses-ofM_task-CogB_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1498438,0.7135524,0.92053455,0.6496443,Block
75,EPI,6655,ofMr1,CogBr,0,CBV,/home/ito/.scratch/opfvta/l1/sub-6655/ses-ofMr1/sub-6655_ses-ofMr1_task-CogBr_acq-EPI_run-0_desc-pfstat_cbv.nii.gz,1.1247265,0.69308007,0.64351696,0.40887284,Block
